id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target
80458,32,management,single,tertiary,no,1344,no,yes,cellular,21,nov,63,1,-1,0,unknown,0
37880,36,blue-collar,married,primary,no,442,yes,no,cellular,17,apr,238,1,326,3,failure,0
79407,44,entrepreneur,divorced,tertiary,no,316,yes,no,cellular,18,nov,244,1,-1,0,unknown,0
10665,84,retired,married,primary,no,1791,no,no,telephone,30,oct,62,3,-1,0,unknown,0
42643,35,technician,divorced,secondary,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,0
17703,29,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,55,3,-1,0,unknown,0
30028,27,blue-collar,single,secondary,no,179,yes,no,cellular,18,may,74,2,-1,0,unknown,0
97247,54,admin.,married,secondary,no,1239,no,no,cellular,19,nov,200,1,-1,0,unknown,0
25346,56,unemployed,married,primary,no,0,yes,no,unknown,26,may,250,1,-1,0,unknown,0
05490,38,management,married,tertiary,no,106,no,no,cellular,2,feb,124,1,-1,0,unknown,0
07138,51,retired,married,secondary,no,-14,no,yes,cellular,21,jul,564,5,-1,0,unknown,0
43683,46,blue-collar,single,primary,no,87,no,no,unknown,15,may,78,1,-1,0,unknown,0
83024,41,management,married,tertiary,no,397,yes,no,cellular,18,jul,91,1,-1,0,unknown,0
33894,26,student,single,tertiary,no,376,no,no,telephone,2,feb,237,2,-1,0,unknown,0
25470,29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,-1,0,unknown,0
06433,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,0
68711,38,blue-collar,married,secondary,no,1407,yes,no,cellular,14,may,169,3,174,7,failure,0
82237,31,student,single,secondary,no,368,yes,no,unknown,20,may,81,1,-1,0,unknown,0
28503,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830,1,-1,0,unknown,1
02277,39,services,married,secondary,no,800,yes,no,cellular,8,may,241,2,-1,0,unknown,0
85051,51,technician,divorced,secondary,no,5964,yes,no,cellular,18,nov,577,4,-1,0,unknown,0
16161,24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,1
98552,29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,unknown,0
56099,48,technician,divorced,secondary,no,0,no,yes,cellular,17,nov,318,1,-1,0,unknown,0
27896,54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,0
43645,31,blue-collar,married,secondary,no,8,yes,no,cellular,8,may,98,2,170,1,failure,0
50157,34,blue-collar,single,primary,no,517,no,yes,cellular,3,feb,330,2,-1,0,unknown,0
46650,28,admin.,married,secondary,no,-156,yes,no,unknown,6,jun,161,5,-1,0,unknown,0
19217,61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,-1,0,unknown,1
95379,34,blue-collar,married,secondary,no,286,yes,no,unknown,9,may,134,2,-1,0,unknown,0
44973,50,technician,married,secondary,no,2406,yes,no,telephone,14,jul,197,5,-1,0,unknown,0
19079,38,technician,married,secondary,no,201,yes,no,cellular,2,feb,43,1,-1,0,unknown,0
97424,40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,0
59243,33,management,married,tertiary,no,26721,no,no,cellular,5,feb,435,3,-1,0,unknown,0
84683,70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown,0
18720,39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,0
08669,42,blue-collar,married,primary,no,2003,yes,no,cellular,17,apr,177,3,-1,0,unknown,0
38901,40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,-1,0,unknown,0
38585,35,services,married,secondary,no,195,yes,no,cellular,17,apr,203,1,-1,0,unknown,0
43068,44,management,divorced,tertiary,no,6285,yes,no,cellular,20,nov,136,3,125,2,other,0
90371,49,blue-collar,married,secondary,no,5058,no,no,cellular,12,may,255,2,357,4,failure,0
62562,44,admin.,married,unknown,no,40,no,yes,unknown,6,may,160,2,-1,0,unknown,0
12993,47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,112,1,273,1,failure,0
58482,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,0
39412,56,unemployed,married,primary,no,5496,yes,no,cellular,3,feb,330,3,-1,0,unknown,0
86374,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020,1,-1,0,unknown,1
43795,31,student,single,unknown,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,0
88478,31,management,single,tertiary,no,34,no,no,cellular,22,aug,121,1,-1,0,unknown,0
35308,55,management,married,tertiary,no,5010,no,no,cellular,18,nov,530,1,-1,0,unknown,0
33981,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,1
29702,30,management,single,secondary,no,18,yes,no,cellular,17,nov,294,1,-1,0,unknown,0
69953,37,services,single,secondary,no,2571,no,no,unknown,6,jun,40,2,-1,0,unknown,0
65371,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,1
70002,33,blue-collar,married,secondary,no,1834,yes,no,cellular,7,jul,117,3,-1,0,unknown,0
11537,58,retired,married,secondary,no,7560,no,no,cellular,12,aug,364,2,-1,0,unknown,0
94914,35,self-employed,married,tertiary,no,1820,yes,yes,cellular,29,jan,120,1,-1,0,unknown,0
70089,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,1
88943,60,technician,married,secondary,no,0,yes,no,telephone,24,jul,101,14,-1,0,unknown,0
80407,27,unemployed,single,primary,no,799,no,no,cellular,9,feb,106,4,-1,0,unknown,0
75569,44,unemployed,married,secondary,no,1543,no,no,cellular,19,nov,363,2,-1,0,unknown,0
35775,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,1
84821,27,admin.,married,secondary,no,-790,yes,no,cellular,22,jul,273,4,-1,0,unknown,0
63642,27,blue-collar,married,secondary,no,484,yes,no,cellular,15,may,210,1,361,2,failure,0
21544,33,blue-collar,married,primary,no,2456,yes,no,cellular,21,nov,552,3,127,1,failure,0
10198,46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,-1,0,unknown,0
01787,57,services,married,primary,no,-319,no,yes,cellular,5,feb,620,1,196,1,other,0
20009,35,admin.,single,tertiary,no,-162,yes,yes,unknown,6,jun,119,1,-1,0,unknown,0
84929,35,management,divorced,unknown,no,1043,yes,yes,cellular,18,may,230,1,-1,0,unknown,0
15738,24,blue-collar,married,primary,no,456,no,no,cellular,14,may,337,2,-1,0,unknown,0
09573,57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,-1,0,unknown,0
27755,45,technician,married,secondary,no,-374,no,yes,cellular,18,aug,149,5,-1,0,unknown,0
31020,46,self-employed,single,tertiary,no,1934,yes,no,unknown,15,may,236,3,-1,0,unknown,0
68237,36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,25,jul,226,1,-1,0,unknown,0
84335,78,retired,divorced,unknown,no,0,no,no,telephone,8,oct,259,1,-1,0,unknown,0
59109,54,blue-collar,divorced,secondary,no,218,no,no,unknown,6,jun,514,2,-1,0,unknown,0
87847,56,blue-collar,married,secondary,no,3760,no,no,unknown,18,jun,243,3,-1,0,unknown,0
01798,51,housemaid,single,primary,no,723,no,no,cellular,29,jan,51,1,-1,0,unknown,0
93177,36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,0
10889,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,0
88348,35,management,single,tertiary,no,578,yes,no,cellular,19,nov,112,1,-1,0,unknown,0
60598,36,unemployed,single,tertiary,no,577,yes,no,unknown,30,may,155,1,-1,0,unknown,0
92799,47,housemaid,married,primary,no,275,yes,no,cellular,14,may,261,3,-1,0,unknown,0
96037,31,management,single,tertiary,no,1441,no,no,cellular,17,aug,156,1,-1,0,unknown,0
92552,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,251,1,-1,0,unknown,1
72093,47,blue-collar,married,primary,no,570,no,no,cellular,12,aug,864,3,-1,0,unknown,0
21213,57,unemployed,married,primary,no,0,yes,no,cellular,20,nov,231,2,-1,0,unknown,0
95165,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,1
64581,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,1
07294,22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,123,1,-1,0,unknown,0
09138,30,technician,single,tertiary,no,0,yes,no,cellular,13,aug,150,4,-1,0,unknown,0
81528,27,services,single,secondary,no,261,yes,yes,cellular,18,may,113,1,-1,0,unknown,0
30388,32,blue-collar,single,secondary,no,3036,yes,no,cellular,31,jul,52,5,-1,0,unknown,0
25439,54,management,married,primary,no,5787,no,no,telephone,21,nov,240,2,-1,0,unknown,0
81337,36,management,married,tertiary,no,86,yes,no,cellular,3,sep,104,1,380,3,failure,0
30209,52,blue-collar,married,secondary,no,2206,yes,no,unknown,15,may,875,5,-1,0,unknown,0
97470,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown,0
13287,41,technician,married,tertiary,no,725,yes,yes,unknown,27,may,87,3,-1,0,unknown,0
53410,43,services,single,secondary,no,370,yes,no,cellular,4,feb,257,1,-1,0,unknown,0
08123,53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,unknown,0
94535,36,services,married,secondary,no,924,yes,yes,cellular,20,apr,173,4,-1,0,unknown,0
32864,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,-1,0,unknown,0
16239,32,blue-collar,single,secondary,no,1475,yes,no,cellular,21,nov,209,5,-1,0,unknown,0
07371,41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,0
08787,56,blue-collar,married,unknown,no,3197,no,no,cellular,25,aug,83,13,-1,0,unknown,0
77813,53,blue-collar,married,primary,no,805,yes,yes,telephone,4,feb,136,7,268,2,other,0
03860,54,housemaid,married,primary,no,774,no,no,unknown,19,jun,290,1,-1,0,unknown,0
15809,54,admin.,married,unknown,no,217,no,no,telephone,17,nov,110,2,-1,0,unknown,0
58838,30,management,single,secondary,no,7870,yes,no,cellular,28,aug,82,7,-1,0,unknown,0
08874,31,management,single,tertiary,no,816,yes,no,cellular,26,may,302,1,40,1,failure,0
16755,40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,228,1,92,5,failure,0
47342,40,admin.,single,secondary,no,90,yes,no,unknown,2,jun,252,4,-1,0,unknown,0
48411,42,admin.,single,secondary,no,61,yes,no,unknown,23,may,65,1,-1,0,unknown,0
47694,49,management,married,tertiary,no,4594,no,no,cellular,11,aug,157,3,-1,0,unknown,0
61594,50,housemaid,married,secondary,no,0,no,no,unknown,18,jun,551,1,-1,0,unknown,0
07484,47,management,married,unknown,no,555,yes,no,cellular,17,jul,179,1,-1,0,unknown,0
80428,58,retired,married,secondary,no,13,no,no,cellular,7,aug,92,4,-1,0,unknown,0
74156,28,admin.,single,secondary,no,2290,yes,no,cellular,18,may,2301,1,-1,0,unknown,1
50149,45,blue-collar,married,secondary,no,146,yes,yes,unknown,5,jun,22,15,-1,0,unknown,0
15889,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,0
79836,50,management,married,tertiary,no,0,yes,no,unknown,6,jun,243,7,-1,0,unknown,0
43465,46,technician,married,unknown,no,3308,no,no,cellular,28,jul,219,2,-1,0,unknown,1
99725,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,0
36558,31,admin.,married,secondary,no,355,yes,no,unknown,9,may,239,1,-1,0,unknown,0
59596,31,services,single,tertiary,no,1025,no,no,cellular,29,jan,93,1,254,3,failure,0
00762,35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,unknown,1
78150,32,technician,married,secondary,no,444,no,no,cellular,29,aug,63,2,-1,0,unknown,0
55002,54,services,married,secondary,no,2719,yes,no,cellular,17,nov,166,2,171,2,failure,0
42301,38,admin.,single,secondary,no,393,no,no,unknown,6,may,184,2,-1,0,unknown,0
98812,38,blue-collar,single,primary,no,199,yes,no,unknown,27,may,268,4,-1,0,unknown,0
21099,36,management,single,tertiary,no,265,yes,no,cellular,17,apr,140,1,-1,0,unknown,0
65355,38,blue-collar,married,primary,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,0
54679,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown,0
81402,55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,0
67202,37,blue-collar,married,secondary,no,-158,yes,yes,cellular,7,may,892,2,-1,0,unknown,0
84397,43,technician,single,secondary,no,1195,yes,no,unknown,15,may,516,9,-1,0,unknown,0
23814,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,1
20057,34,technician,married,tertiary,no,0,yes,no,cellular,25,jul,52,3,-1,0,unknown,0
23826,58,entrepreneur,married,tertiary,no,2920,yes,no,unknown,9,jun,136,1,-1,0,unknown,0
17981,47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,unknown,0
06416,36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,unknown,0
89133,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,1
42219,48,management,married,secondary,no,-1157,no,yes,cellular,17,nov,125,2,-1,0,unknown,0
83985,25,management,single,tertiary,no,380,no,no,cellular,12,jul,167,1,-1,0,unknown,0
30125,60,technician,married,secondary,no,594,no,no,cellular,10,jul,190,1,-1,0,unknown,0
04934,38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,1
17394,47,management,divorced,tertiary,no,0,no,no,cellular,14,jul,122,2,-1,0,unknown,0
60393,49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,1
20732,38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,unknown,0
16708,49,management,married,tertiary,no,391,no,no,unknown,17,jun,128,1,-1,0,unknown,0
53700,39,management,married,secondary,no,315,yes,no,telephone,17,apr,141,4,-1,0,unknown,0
92514,28,blue-collar,single,secondary,no,235,yes,no,unknown,16,jun,102,46,-1,0,unknown,0
93453,28,management,married,tertiary,no,17,yes,no,cellular,11,jul,16,2,-1,0,unknown,0
23267,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,1
49061,38,services,married,unknown,no,10189,yes,no,cellular,18,jul,482,2,-1,0,unknown,0
79290,48,management,divorced,unknown,no,343,no,no,cellular,4,feb,191,1,-1,0,unknown,0
60888,53,technician,married,tertiary,no,476,yes,no,cellular,28,jan,160,1,-1,0,unknown,0
41540,45,admin.,married,secondary,no,129,yes,no,cellular,2,mar,145,1,-1,0,unknown,0
74238,34,services,married,secondary,no,88,yes,yes,unknown,29,may,82,2,-1,0,unknown,0
65820,28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,92,7,-1,0,unknown,0
95346,38,blue-collar,married,secondary,no,0,no,no,cellular,20,nov,266,3,-1,0,unknown,0
84345,33,management,single,tertiary,no,1590,no,no,cellular,29,jan,57,1,-1,0,unknown,0
74449,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,1
16410,42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,1
59525,46,admin.,single,secondary,no,9326,no,yes,unknown,9,jun,105,1,-1,0,unknown,0
34585,36,housemaid,married,primary,no,-125,no,yes,cellular,6,feb,91,2,-1,0,unknown,0
92084,49,self-employed,single,secondary,no,766,yes,no,cellular,7,jul,150,4,-1,0,unknown,0
12528,41,blue-collar,single,secondary,no,1564,yes,no,cellular,12,may,493,10,362,1,other,0
47003,25,services,single,secondary,no,2798,yes,no,unknown,29,may,440,2,-1,0,unknown,0
09582,33,management,single,tertiary,no,641,yes,no,cellular,4,feb,147,1,253,7,other,0
50486,50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,1
59929,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,1
24738,36,technician,married,secondary,no,361,no,no,cellular,6,aug,188,4,-1,0,unknown,0
53514,52,blue-collar,married,secondary,no,310,yes,no,unknown,28,may,211,4,-1,0,unknown,0
61295,47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,1
57795,26,admin.,single,secondary,no,1200,no,no,cellular,29,jan,232,3,-1,0,unknown,0
50114,40,technician,married,secondary,no,0,no,no,cellular,15,apr,431,2,-1,0,unknown,0
08860,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,1
75318,28,student,single,tertiary,no,111,no,no,cellular,10,mar,70,2,-1,0,unknown,0
27381,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,1
31990,56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,0
01062,29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure,0
90023,28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,69,1,99,1,success,0
05744,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,unknown,0
38553,26,unemployed,married,primary,no,205,no,no,cellular,29,jan,239,1,-1,0,unknown,0
17558,39,management,married,tertiary,no,2810,no,no,unknown,9,jun,77,1,-1,0,unknown,0
06269,46,admin.,divorced,secondary,no,289,no,yes,cellular,21,jul,76,3,-1,0,unknown,0
84539,40,management,married,tertiary,no,12409,yes,no,cellular,12,aug,196,2,-1,0,unknown,0
09625,54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,failure,0
12770,78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,0
60648,35,blue-collar,divorced,secondary,no,52,yes,no,unknown,30,may,574,1,-1,0,unknown,0
91868,34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure,0
01895,27,blue-collar,married,primary,no,108,yes,no,telephone,28,jul,57,2,-1,0,unknown,0
04120,33,admin.,single,secondary,no,585,yes,no,cellular,21,jul,147,5,-1,0,unknown,0
92964,57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,1
48417,34,management,married,tertiary,no,527,no,no,cellular,4,nov,272,1,-1,0,unknown,0
23293,56,retired,married,secondary,no,415,no,no,cellular,22,aug,158,2,-1,0,unknown,0
80706,43,blue-collar,divorced,secondary,no,590,yes,yes,cellular,20,apr,306,2,-1,0,unknown,0
90313,35,management,single,tertiary,no,688,no,no,cellular,2,feb,504,1,-1,0,unknown,0
85725,34,admin.,single,secondary,no,69,yes,no,telephone,6,may,92,3,362,4,other,0
91621,56,blue-collar,married,secondary,no,241,yes,no,cellular,17,aug,97,2,-1,0,unknown,0
